time,temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum,city
2020-01-01,-2.0,-1.3,-2.5,0.3,Samara
2020-01-02,-6.8,-1.4,-15.7,0.5,Samara
2020-01-03,-7.2,-1.7,-16.0,0.0,Samara
2020-01-04,-1.4,-1.1,-1.9,0.0,Samara
2020-01-05,-0.4,-0.0,-0.9,0.5,Samara
2020-01-06,-1.6,-0.2,-5.5,0.6,Samara
2020-01-07,-4.4,-2.2,-6.9,3.4,Samara
2020-01-08,-6.5,-5.2,-8.3,0.0,Samara
2020-01-09,-4.7,-3.6,-6.7,0.4,Samara
2020-01-10,-4.5,-4.2,-5.2,0.2,Samara
2020-01-11,-4.3,-3.2,-5.4,0.2,Samara
2020-01-12,-4.4,-3.7,-5.0,0.0,Samara
2020-01-13,-4.2,-3.0,-5.1,4.6,Samara
2020-01-14,-1.4,-0.2,-2.9,0.1,Samara
2020-01-15,-2.3,-1.2,-3.7,0.0,Samara
2020-01-16,-1.4,1.1,-4.4,3.8,Samara
2020-01-17,0.2,0.8,-0.2,9.3,Samara
2020-01-18,-1.0,0.3,-3.2,0.0,Samara
2020-01-19,-1.2,-0.5,-2.6,0.1,Samara
2020-01-20,-1.9,-1.3,-2.5,0.5,Samara
2020-01-21,-0.9,0.2,-2.4,0.6,Samara
2020-01-22,-0.5,1.6,-2.2,7.5,Samara
2020-01-23,-4.2,-2.4,-6.2,0.4,Samara
2020-01-24,-8.5,-6.6,-10.9,0.0,Samara
2020-01-25,-3.9,0.0,-11.1,3.6,Samara
2020-01-26,-2.1,-1.1,-4.9,6.1,Samara
2020-01-27,-4.1,0.2,-7.1,2.9,Samara
2020-01-28,-12.1,-8.0,-14.8,0.0,Samara
2020-01-29,-10.5,-8.2,-13.2,3.6,Samara
2020-01-30,-3.7,-0.7,-8.6,4.6,Samara
2020-01-31,-1.2,-0.2,-1.8,6.5,Samara
2020-02-01,-1.1,-0.1,-1.9,0.0,Samara
2020-02-02,-1.5,-0.5,-2.3,0.7,Samara
2020-02-03,0.7,1.6,-0.2,13.9,Samara
2020-02-04,0.1,1.3,-1.9,0.6,Samara
2020-02-05,-3.9,-2.4,-5.9,0.1,Samara
2020-02-06,-9.1,-6.0,-12.7,0.0,Samara
2020-02-07,-13.6,-10.6,-15.8,0.0,Samara
2020-02-08,-12.3,-9.3,-15.0,0.4,Samara
2020-02-09,-17.4,-14.5,-21.6,0.0,Samara
2020-02-10,-10.5,-6.7,-16.0,0.2,Samara
2020-02-11,-7.5,-5.6,-9.0,0.1,Samara
2020-02-12,-9.3,-5.7,-11.8,0.0,Samara
2020-02-13,-10.8,-6.1,-13.8,0.0,Samara
2020-02-14,-12.0,-7.8,-15.0,0.0,Samara
2020-02-15,-11.0,-7.5,-14.6,0.0,Samara
2020-02-16,-7.2,-3.3,-10.8,0.0,Samara
2020-02-17,-2.6,0.2,-5.9,0.6,Samara
2020-02-18,0.2,1.0,-0.9,1.3,Samara
2020-02-19,0.7,1.1,0.2,1.7,Samara
2020-02-20,-0.3,2.1,-4.5,0.0,Samara
2020-02-21,-3.7,0.2,-7.3,0.0,Samara
2020-02-22,-5.4,-2.9,-7.5,0.0,Samara
2020-02-23,-3.5,-0.9,-6.1,2.2,Samara
2020-02-24,0.1,1.3,-1.1,4.0,Samara
2020-02-25,0.6,1.4,0.2,7.9,Samara
2020-02-26,-1.4,0.4,-4.1,0.8,Samara
2020-02-27,1.2,3.4,-3.2,1.3,Samara
2020-02-28,3.2,4.5,1.9,1.4,Samara
2020-02-29,0.8,2.6,-2.6,2.0,Samara
2020-03-01,-2.6,1.4,-4.7,0.0,Samara
2020-03-02,-0.9,3.3,-6.4,0.0,Samara
2020-03-03,-0.7,2.9,-4.6,0.0,Samara
2020-03-04,-0.6,1.4,-3.1,1.0,Samara
2020-03-05,0.0,2.5,-2.3,0.0,Samara
2020-03-06,-2.3,1.2,-4.9,0.0,Samara
2020-03-07,-1.9,1.3,-4.5,0.0,Samara
2020-03-08,0.6,3.1,-1.0,0.0,Samara
2020-03-09,1.4,4.3,-0.7,1.4,Samara
2020-03-10,2.7,6.6,0.6,0.0,Samara
2020-03-11,4.0,9.6,-0.7,0.0,Samara
2020-03-12,5.4,9.0,3.1,1.3,Samara
2020-03-13,4.1,8.2,-0.1,0.5,Samara
2020-03-14,1.4,3.6,-0.4,4.1,Samara
2020-03-15,1.0,5.1,-1.2,3.1,Samara
2020-03-16,-1.6,0.7,-4.0,2.8,Samara
2020-03-17,-0.5,4.8,-5.2,0.0,Samara
2020-03-18,1.9,8.6,-4.2,0.0,Samara
2020-03-19,4.3,9.1,-1.0,0.4,Samara
2020-03-20,2.9,5.6,-1.2,2.8,Samara
2020-03-21,-0.1,4.5,-3.7,0.4,Samara
2020-03-22,-2.6,-0.4,-5.1,10.5,Samara
2020-03-23,-1.9,3.8,-4.5,35.1,Samara
2020-03-24,-1.3,3.5,-2.6,12.7,Samara
2020-03-25,-2.9,0.8,-7.7,4.3,Samara
2020-03-26,-2.0,3.8,-8.7,0.0,Samara
2020-03-27,2.3,7.4,-2.6,0.0,Samara
2020-03-28,0.5,7.1,-4.2,0.0,Samara
2020-03-29,2.0,12.9,-6.6,0.0,Samara
2020-03-30,5.1,13.6,-0.6,0.0,Samara
2020-03-31,7.8,15.3,1.3,0.0,Samara
2020-04-01,2.1,6.1,-1.1,0.0,Samara
2020-04-02,1.4,6.0,-4.2,0.0,Samara
2020-04-03,4.6,10.8,-0.1,0.0,Samara
2020-04-04,5.7,14.1,-2.0,0.0,Samara
2020-04-05,4.1,9.3,-1.2,0.2,Samara
2020-04-06,1.3,6.1,-3.0,0.8,Samara
2020-04-07,1.0,5.0,-2.2,2.0,Samara
2020-04-08,2.8,10.2,-2.4,0.0,Samara
2020-04-09,8.0,14.6,1.1,0.0,Samara
2020-04-10,8.7,12.8,5.2,0.0,Samara
2020-04-11,8.4,12.6,4.7,0.0,Samara
2020-04-12,5.3,8.7,-1.4,0.9,Samara
2020-04-13,1.2,4.0,-1.5,2.5,Samara
2020-04-14,5.1,13.4,-2.5,0.0,Samara
2020-04-15,8.7,15.1,0.3,3.2,Samara
2020-04-16,4.2,7.2,0.6,4.6,Samara
2020-04-17,5.2,8.8,1.8,8.6,Samara
2020-04-18,4.8,8.7,1.4,0.8,Samara
2020-04-19,5.3,9.7,-0.4,0.0,Samara
2020-04-20,7.7,12.5,1.4,0.4,Samara
2020-04-21,8.1,10.6,6.1,12.7,Samara
2020-04-22,4.5,6.3,2.8,7.3,Samara
2020-04-23,3.1,5.9,0.7,2.8,Samara
2020-04-24,2.2,5.9,-1.3,2.3,Samara
2020-04-25,9.8,16.0,0.8,1.6,Samara
2020-04-26,12.7,16.6,9.1,0.0,Samara
2020-04-27,11.1,16.4,4.7,0.5,Samara
2020-04-28,8.1,12.5,4.7,5.8,Samara
2020-04-29,8.5,13.8,2.9,0.1,Samara
2020-04-30,14.2,19.5,9.5,0.3,Samara
2020-05-01,12.5,20.6,5.0,0.0,Samara
2020-05-02,9.9,14.3,6.3,0.4,Samara
2020-05-03,9.7,16.8,2.4,0.0,Samara
2020-05-04,12.5,20.6,4.4,0.0,Samara
2020-05-05,16.9,22.6,9.8,0.0,Samara
2020-05-06,15.0,18.4,11.3,0.1,Samara
2020-05-07,17.1,24.3,10.8,0.0,Samara
2020-05-08,18.4,26.2,9.2,0.0,Samara
2020-05-09,18.3,25.6,9.9,0.0,Samara
2020-05-10,14.0,17.1,9.6,3.1,Samara
2020-05-11,13.7,18.6,8.1,0.0,Samara
2020-05-12,14.3,19.2,7.8,0.1,Samara
2020-05-13,15.1,19.7,10.7,1.5,Samara
2020-05-14,10.2,14.4,7.1,2.7,Samara
2020-05-15,10.9,13.9,6.2,1.3,Samara
2020-05-16,10.7,13.7,7.9,0.1,Samara
2020-05-17,11.6,15.6,6.8,0.7,Samara
2020-05-18,12.3,16.8,7.1,0.0,Samara
2020-05-19,9.4,13.4,6.7,7.6,Samara
2020-05-20,9.3,13.1,6.2,2.1,Samara
2020-05-21,11.7,16.5,4.3,0.0,Samara
2020-05-22,12.2,15.9,9.2,0.0,Samara
2020-05-23,13.1,18.4,7.9,1.5,Samara
2020-05-24,13.8,16.8,9.7,0.1,Samara
2020-05-25,14.0,18.9,10.6,2.3,Samara
2020-05-26,16.2,21.9,8.4,0.1,Samara
2020-05-27,20.7,24.3,16.3,0.4,Samara
2020-05-28,16.8,20.8,13.2,0.0,Samara
2020-05-29,18.0,23.6,11.4,0.0,Samara
2020-05-30,20.6,27.7,13.0,0.0,Samara
2020-05-31,20.8,23.8,17.2,0.6,Samara
2020-06-01,18.3,22.0,14.3,0.0,Samara
2020-06-02,15.7,17.8,13.2,3.2,Samara
2020-06-03,17.9,21.4,13.2,0.1,Samara
2020-06-04,19.7,24.6,16.5,3.6,Samara
2020-06-05,19.6,24.9,14.6,0.8,Samara
2020-06-06,16.6,19.4,14.9,11.2,Samara
2020-06-07,17.8,21.7,15.0,4.9,Samara
2020-06-08,17.7,21.6,12.7,8.1,Samara
2020-06-09,17.5,21.8,14.7,6.2,Samara
2020-06-10,19.6,24.5,15.0,0.4,Samara
2020-06-11,21.4,26.0,16.2,0.0,Samara
2020-06-12,22.1,27.3,16.1,0.2,Samara
2020-06-13,17.3,20.4,14.6,0.0,Samara
2020-06-14,15.8,19.2,12.2,0.1,Samara
2020-06-15,16.6,21.7,10.2,0.0,Samara
2020-06-16,19.1,24.4,12.0,0.0,Samara
2020-06-17,21.8,27.0,15.9,0.0,Samara
2020-06-18,21.1,25.2,16.9,2.7,Samara
2020-06-19,17.6,22.0,12.4,0.0,Samara
2020-06-20,19.7,26.2,11.6,0.0,Samara
2020-06-21,19.0,21.8,15.1,0.5,Samara
2020-06-22,15.0,19.1,10.4,0.0,Samara
2020-06-23,15.0,18.8,9.6,0.0,Samara
2020-06-24,15.6,17.1,13.1,4.8,Samara
2020-06-25,14.4,17.2,10.4,0.6,Samara
2020-06-26,14.7,19.1,9.3,0.7,Samara
2020-06-27,19.0,25.2,13.1,1.2,Samara
2020-06-28,18.9,21.2,13.4,0.3,Samara
2020-06-29,15.7,20.0,12.1,0.7,Samara
2020-06-30,14.5,17.8,10.8,0.0,Samara
2020-07-01,15.7,21.0,9.4,0.0,Samara
2020-07-02,19.5,25.6,14.7,1.5,Samara
2020-07-03,22.6,27.5,16.0,0.0,Samara
2020-07-04,24.3,30.7,17.9,0.0,Samara
2020-07-05,25.1,30.9,19.1,0.0,Samara
2020-07-06,26.4,32.7,19.9,0.0,Samara
2020-07-07,27.1,34.6,18.9,0.0,Samara
2020-07-08,26.8,33.3,20.1,0.0,Samara
2020-07-09,27.1,31.9,20.9,0.0,Samara
2020-07-10,26.2,33.3,19.6,0.0,Samara
2020-07-11,23.4,27.4,19.3,0.0,Samara
2020-07-12,25.3,31.6,18.8,0.0,Samara
2020-07-13,27.5,33.9,20.9,0.0,Samara
2020-07-14,29.0,35.2,23.4,0.0,Samara
2020-07-15,28.0,32.2,24.6,0.0,Samara
2020-07-16,22.4,25.2,19.7,0.9,Samara
2020-07-17,22.8,27.4,17.7,0.0,Samara
2020-07-18,21.9,25.7,16.8,0.0,Samara
2020-07-19,21.6,25.2,17.0,0.0,Samara
2020-07-20,21.1,25.7,16.6,0.0,Samara
2020-07-21,21.8,26.9,14.9,0.0,Samara
2020-07-22,22.9,27.1,17.5,0.0,Samara
2020-07-23,21.6,25.0,17.5,2.8,Samara
2020-07-24,20.1,23.8,15.9,0.0,Samara
2020-07-25,19.5,23.5,14.4,0.2,Samara
2020-07-26,18.9,23.3,13.2,0.0,Samara
2020-07-27,19.4,24.5,12.5,0.6,Samara
2020-07-28,20.8,26.2,14.2,0.0,Samara
2020-07-29,22.5,27.9,16.1,0.0,Samara
2020-07-30,24.2,30.6,14.1,0.0,Samara
2020-07-31,21.2,24.4,18.6,6.5,Samara
2020-08-01,19.9,25.0,15.5,5.3,Samara
2020-08-02,18.8,21.2,16.0,3.6,Samara
2020-08-03,18.4,22.5,13.8,0.0,Samara
2020-08-04,16.5,17.8,15.7,6.6,Samara
2020-08-05,22.2,29.9,15.7,0.0,Samara
2020-08-06,24.8,30.6,19.1,0.0,Samara
2020-08-07,24.2,29.4,18.2,0.0,Samara
2020-08-08,20.9,23.5,18.1,0.0,Samara
2020-08-09,19.1,22.0,15.6,0.1,Samara
2020-08-10,17.9,20.7,15.0,0.0,Samara
2020-08-11,17.7,22.1,13.2,0.0,Samara
2020-08-12,18.2,23.4,11.2,0.0,Samara
2020-08-13,18.6,23.2,15.7,4.5,Samara
2020-08-14,16.7,20.0,14.6,4.6,Samara
2020-08-15,14.7,16.8,13.2,13.6,Samara
2020-08-16,14.6,17.3,13.1,2.1,Samara
2020-08-17,15.3,18.6,12.2,4.1,Samara
2020-08-18,14.5,17.5,11.6,0.0,Samara
2020-08-19,14.5,18.1,11.0,0.0,Samara
2020-08-20,13.9,18.7,8.6,0.0,Samara
2020-08-21,14.0,17.6,8.8,0.1,Samara
2020-08-22,14.7,18.4,9.7,0.1,Samara
2020-08-23,16.2,21.3,11.9,0.0,Samara
2020-08-24,18.7,24.3,12.1,0.3,Samara
2020-08-25,19.6,26.9,12.3,0.0,Samara
2020-08-26,21.2,28.2,15.3,0.0,Samara
2020-08-27,20.6,27.0,13.9,0.0,Samara
2020-08-28,22.3,28.3,16.3,0.0,Samara
2020-08-29,19.7,24.1,15.4,0.7,Samara
2020-08-30,18.1,22.4,12.8,0.0,Samara
2020-08-31,19.6,26.8,11.6,0.0,Samara
2020-09-01,21.4,29.6,13.2,0.0,Samara
2020-09-02,18.5,21.1,15.0,0.0,Samara
2020-09-03,14.5,19.1,9.7,0.0,Samara
2020-09-04,13.6,18.9,8.9,0.0,Samara
2020-09-05,14.0,19.6,8.2,0.0,Samara
2020-09-06,14.2,20.7,9.7,0.0,Samara
2020-09-07,16.1,24.2,7.6,0.0,Samara
2020-09-08,18.2,25.3,10.6,0.0,Samara
2020-09-09,15.3,18.4,11.8,16.4,Samara
2020-09-10,13.4,17.1,10.3,0.2,Samara
2020-09-11,14.4,19.2,11.9,2.2,Samara
2020-09-12,12.6,16.6,9.1,0.2,Samara
2020-09-13,13.6,18.8,9.4,0.0,Samara
2020-09-14,12.5,14.5,10.8,4.3,Samara
2020-09-15,11.9,14.9,9.2,0.7,Samara
2020-09-16,10.6,13.0,8.9,2.7,Samara
2020-09-17,10.6,14.4,7.9,0.0,Samara
2020-09-18,13.6,18.9,8.1,0.0,Samara
2020-09-19,11.9,14.2,8.8,11.6,Samara
2020-09-20,8.8,11.5,7.1,5.9,Samara
2020-09-21,9.1,11.6,6.8,1.1,Samara
2020-09-22,12.6,15.9,9.6,0.0,Samara
2020-09-23,13.4,17.8,8.5,0.0,Samara
2020-09-24,10.3,16.4,5.4,0.0,Samara
2020-09-25,10.7,16.6,6.4,0.0,Samara
2020-09-26,11.1,17.3,6.5,0.0,Samara
2020-09-27,10.1,17.2,4.9,0.0,Samara
2020-09-28,11.7,17.3,5.4,0.0,Samara
2020-09-29,11.1,17.9,3.9,0.0,Samara
2020-09-30,11.5,18.6,6.5,0.0,Samara
2020-10-01,11.6,18.7,6.1,0.0,Samara
2020-10-02,12.1,18.7,5.3,0.0,Samara
2020-10-03,12.1,18.2,6.9,0.0,Samara
2020-10-04,8.9,13.3,4.5,0.0,Samara
2020-10-05,6.6,12.0,2.4,0.0,Samara
2020-10-06,7.9,12.8,2.4,0.0,Samara
2020-10-07,9.6,15.8,6.0,0.0,Samara
2020-10-08,9.9,15.2,6.1,0.0,Samara
2020-10-09,8.8,14.3,3.0,0.0,Samara
2020-10-10,8.7,13.6,4.3,0.0,Samara
2020-10-11,7.4,13.6,2.4,0.0,Samara
2020-10-12,8.9,15.3,1.6,0.0,Samara
2020-10-13,10.5,16.4,5.7,0.0,Samara
2020-10-14,10.7,16.5,5.0,0.0,Samara
2020-10-15,12.0,18.6,3.7,0.0,Samara
2020-10-16,12.3,16.6,9.5,1.3,Samara
2020-10-17,7.4,14.2,2.0,0.1,Samara
2020-10-18,6.6,12.9,-0.2,0.5,Samara
2020-10-19,10.4,14.0,4.9,0.0,Samara
2020-10-20,6.4,9.7,4.1,0.0,Samara
2020-10-21,3.4,5.4,1.5,1.4,Samara
2020-10-22,1.6,4.1,-1.3,0.0,Samara
2020-10-23,3.2,7.9,-1.0,8.9,Samara
2020-10-24,9.5,13.2,7.1,1.4,Samara
2020-10-25,7.3,9.1,5.4,14.3,Samara
2020-10-26,3.3,5.5,0.9,0.0,Samara
2020-10-27,1.0,3.8,-1.3,0.0,Samara
2020-10-28,-0.3,4.8,-4.2,0.0,Samara
2020-10-29,-0.2,6.1,-4.3,0.0,Samara
2020-10-30,1.7,6.7,-1.9,0.0,Samara
2020-10-31,4.8,8.8,1.4,0.3,Samara
2020-11-01,5.5,8.0,3.5,0.1,Samara
2020-11-02,4.1,8.1,1.7,0.0,Samara
2020-11-03,3.2,7.9,0.4,0.0,Samara
2020-11-04,2.3,7.8,-0.5,0.0,Samara
2020-11-05,2.0,4.5,-0.0,0.0,Samara
2020-11-06,4.2,6.5,1.7,0.4,Samara
2020-11-07,3.2,4.5,1.3,1.0,Samara
2020-11-08,4.1,7.0,1.2,0.4,Samara
2020-11-09,2.7,6.2,-0.8,0.3,Samara
2020-11-10,0.5,2.4,-1.0,0.5,Samara
2020-11-11,-0.6,1.1,-3.0,0.3,Samara
2020-11-12,-1.0,0.5,-2.7,0.5,Samara
2020-11-13,-0.3,0.5,-1.7,1.9,Samara
2020-11-14,-3.2,0.1,-6.0,0.4,Samara
2020-11-15,-6.9,-5.2,-8.8,0.0,Samara
2020-11-16,-8.9,-6.5,-11.2,0.0,Samara
2020-11-17,-9.4,-5.7,-12.1,0.0,Samara
2020-11-18,-9.2,-5.6,-12.4,0.0,Samara
2020-11-19,-8.1,-4.2,-11.2,0.0,Samara
2020-11-20,-7.0,-3.2,-9.1,0.0,Samara
2020-11-21,-7.6,-4.2,-9.5,0.0,Samara
2020-11-22,-7.0,-3.9,-9.7,0.0,Samara
2020-11-23,-4.6,-3.4,-6.1,1.7,Samara
2020-11-24,-2.3,-0.7,-4.2,3.0,Samara
2020-11-25,-2.1,-1.4,-2.9,3.8,Samara
2020-11-26,-3.9,-2.6,-5.8,0.6,Samara
2020-11-27,-6.0,-4.3,-8.2,0.2,Samara
2020-11-28,-2.6,-0.7,-5.4,2.8,Samara
2020-11-29,-1.6,-0.8,-4.4,0.4,Samara
2020-11-30,-9.7,-5.2,-13.1,0.0,Samara
2020-12-01,-11.9,-8.2,-14.4,0.0,Samara
2020-12-02,-19.0,-15.5,-21.6,0.0,Samara
2020-12-03,-18.9,-15.7,-24.4,0.0,Samara
2020-12-04,-13.6,-10.7,-16.8,0.0,Samara
2020-12-05,-12.5,-11.6,-13.6,0.0,Samara
2020-12-06,-14.2,-11.8,-17.4,0.0,Samara
2020-12-07,-13.1,-8.6,-19.6,0.0,Samara
2020-12-08,-10.8,-6.4,-15.1,0.0,Samara
2020-12-09,-14.3,-10.9,-16.8,0.0,Samara
2020-12-10,-15.1,-11.8,-18.3,0.0,Samara
2020-12-11,-13.5,-9.8,-17.7,0.0,Samara
2020-12-12,-10.9,-9.6,-12.5,0.0,Samara
2020-12-13,-11.9,-10.0,-13.8,0.0,Samara
2020-12-14,-13.6,-10.6,-18.7,0.0,Samara
2020-12-15,-14.9,-10.7,-19.7,0.0,Samara
2020-12-16,-8.2,-5.8,-10.9,0.0,Samara
2020-12-17,-9.6,-5.7,-13.3,0.8,Samara
2020-12-18,-2.5,0.3,-5.3,0.6,Samara
2020-12-19,-12.5,-4.6,-20.1,0.0,Samara
2020-12-20,-18.4,-13.7,-21.8,0.0,Samara
2020-12-21,-17.3,-13.7,-21.0,0.0,Samara
2020-12-22,-13.0,-9.7,-17.6,0.0,Samara
2020-12-23,-9.1,-7.9,-9.9,0.0,Samara
2020-12-24,-11.2,-9.1,-17.0,0.0,Samara
2020-12-25,-13.9,-10.1,-19.5,0.0,Samara
2020-12-26,-11.6,-6.5,-14.4,3.7,Samara
2020-12-27,-3.6,-1.1,-6.4,8.6,Samara
2020-12-28,-6.8,-5.3,-8.9,0.0,Samara
2020-12-29,-9.8,-9.0,-11.4,0.0,Samara
2020-12-30,-10.7,-9.3,-11.8,0.0,Samara
2020-12-31,-11.3,-9.3,-13.0,0.0,Samara
2021-01-01,-7.5,-5.9,-9.0,0.0,Samara
2021-01-02,-9.1,-7.8,-11.0,0.4,Samara
2021-01-03,-6.9,-4.9,-9.3,3.2,Samara
2021-01-04,-3.4,-1.9,-5.0,0.0,Samara
2021-01-05,-4.8,-3.3,-8.7,0.0,Samara
2021-01-06,-15.3,-9.9,-18.3,0.0,Samara
2021-01-07,-12.6,-9.2,-16.1,2.3,Samara
2021-01-08,-7.4,-5.8,-8.9,3.1,Samara
2021-01-09,-4.6,-2.1,-7.2,8.0,Samara
2021-01-10,-2.7,0.0,-6.0,7.2,Samara
2021-01-11,-11.6,-6.2,-17.5,0.0,Samara
2021-01-12,-19.9,-18.1,-22.9,0.5,Samara
2021-01-13,-19.2,-15.6,-22.2,0.2,Samara
2021-01-14,-11.8,-8.6,-16.0,3.0,Samara
2021-01-15,-6.9,-5.2,-8.6,1.8,Samara
2021-01-16,-6.4,-5.3,-7.8,5.0,Samara
2021-01-17,-12.3,-7.0,-18.2,0.4,Samara
2021-01-18,-20.5,-18.5,-23.7,0.9,Samara
2021-01-19,-18.4,-16.6,-21.6,1.7,Samara
2021-01-20,-22.7,-21.3,-24.1,0.0,Samara
2021-01-21,-20.8,-14.1,-25.2,0.0,Samara
2021-01-22,-12.7,-11.1,-14.7,1.5,Samara
2021-01-23,-11.5,-6.0,-17.1,2.9,Samara
2021-01-24,-0.2,1.3,-5.5,0.3,Samara
2021-01-25,-1.6,0.2,-3.3,0.0,Samara
2021-01-26,-4.2,-3.5,-5.1,0.0,Samara
2021-01-27,-6.2,-4.4,-7.7,0.0,Samara
2021-01-28,-7.7,-6.2,-9.6,0.0,Samara
2021-01-29,-3.9,-1.8,-6.2,0.9,Samara
2021-01-30,-3.4,-1.6,-5.7,0.8,Samara
2021-01-31,-3.3,-1.3,-5.9,0.2,Samara
2021-02-01,-2.1,0.4,-4.2,0.8,Samara
2021-02-02,-0.3,2.2,-4.1,14.3,Samara
2021-02-03,-5.3,-3.3,-7.2,3.5,Samara
2021-02-04,-1.0,1.7,-4.6,3.9,Samara
2021-02-05,1.3,1.8,0.5,4.5,Samara
2021-02-06,-8.8,0.7,-14.2,1.7,Samara
2021-02-07,-18.0,-14.8,-19.5,0.0,Samara
2021-02-08,-20.7,-19.8,-22.7,0.0,Samara
2021-02-09,-22.0,-19.0,-24.8,0.0,Samara
2021-02-10,-17.0,-14.4,-19.2,3.4,Samara
2021-02-11,-12.9,-9.5,-17.2,2.5,Samara
2021-02-12,-7.4,-2.6,-12.0,0.0,Samara
2021-02-13,-1.1,0.1,-5.5,2.4,Samara
2021-02-14,-10.2,-6.5,-14.3,0.8,Samara
2021-02-15,-17.3,-14.6,-19.7,0.0,Samara
2021-02-16,-21.5,-18.7,-24.0,0.0,Samara
2021-02-17,-23.9,-19.2,-26.7,0.0,Samara
2021-02-18,-22.2,-16.0,-27.5,0.0,Samara
2021-02-19,-20.1,-15.4,-24.8,0.1,Samara
2021-02-20,-20.8,-17.3,-24.3,0.0,Samara
2021-02-21,-22.2,-18.5,-25.0,0.0,Samara
2021-02-22,-21.0,-18.0,-23.3,0.7,Samara
2021-02-23,-26.2,-23.1,-29.4,0.0,Samara
2021-02-24,-23.6,-19.2,-26.8,0.0,Samara
2021-02-25,-21.5,-15.7,-27.5,4.1,Samara
2021-02-26,-13.0,-10.8,-15.3,4.0,Samara
2021-02-27,-4.1,1.6,-11.2,6.4,Samara
2021-02-28,-11.8,-8.9,-13.1,0.1,Samara
2021-03-01,-14.2,-10.7,-16.9,0.0,Samara
2021-03-02,-8.4,-2.6,-16.0,4.5,Samara
2021-03-03,-4.0,-0.8,-7.4,0.0,Samara
2021-03-04,-4.3,0.4,-8.6,1.0,Samara
2021-03-05,-1.6,0.7,-7.2,1.4,Samara
2021-03-06,-7.2,-4.1,-9.7,0.0,Samara
2021-03-07,-9.8,-6.8,-15.5,0.1,Samara
2021-03-08,-3.0,-0.6,-6.9,2.4,Samara
2021-03-09,-6.7,-3.5,-9.8,0.0,Samara
2021-03-10,-11.7,-8.7,-15.3,0.0,Samara
2021-03-11,-16.4,-12.7,-20.8,0.0,Samara
2021-03-12,-14.5,-8.5,-18.8,0.0,Samara
2021-03-13,-13.5,-8.7,-18.9,0.0,Samara
2021-03-14,-10.2,-6.1,-14.5,0.0,Samara
2021-03-15,-8.5,-4.3,-11.3,0.0,Samara
2021-03-16,-8.4,-4.1,-11.8,0.0,Samara
2021-03-17,-7.2,-2.7,-11.7,0.1,Samara
2021-03-18,-2.0,1.2,-4.4,3.1,Samara
2021-03-19,-1.5,0.0,-3.4,0.0,Samara
2021-03-20,-2.1,-0.4,-4.4,0.0,Samara
2021-03-21,-3.2,-0.6,-6.6,0.1,Samara
2021-03-22,-2.9,1.1,-8.4,0.0,Samara
2021-03-23,0.2,2.2,-1.1,1.5,Samara
2021-03-24,-0.2,2.9,-2.6,6.0,Samara
2021-03-25,-1.2,3.4,-4.6,0.0,Samara
2021-03-26,-1.3,4.7,-6.1,0.0,Samara
2021-03-27,0.7,5.0,-4.2,0.0,Samara
2021-03-28,1.0,3.5,-1.0,0.3,Samara
2021-03-29,-0.2,4.9,-3.3,0.0,Samara
2021-03-30,0.4,6.7,-5.5,0.0,Samara
2021-03-31,-0.9,4.2,-7.5,0.0,Samara
2021-04-01,3.4,5.6,1.8,0.0,Samara
2021-04-02,2.9,6.2,-3.4,0.0,Samara
2021-04-03,0.7,6.3,-3.7,0.0,Samara
2021-04-04,0.5,4.9,-2.4,3.5,Samara
2021-04-05,0.4,6.6,-4.3,0.0,Samara
2021-04-06,0.2,2.4,-4.2,7.5,Samara
2021-04-07,2.3,6.3,-1.6,0.0,Samara
2021-04-08,5.2,11.6,-1.5,3.5,Samara
2021-04-09,3.2,6.9,1.1,6.5,Samara
2021-04-10,6.9,16.8,1.0,0.1,Samara
2021-04-11,13.3,17.6,7.3,0.0,Samara
2021-04-12,11.4,20.0,4.6,0.0,Samara
2021-04-13,11.3,20.4,3.1,0.0,Samara
2021-04-14,12.0,19.3,4.6,0.0,Samara
2021-04-15,12.6,20.9,5.6,0.0,Samara
2021-04-16,12.8,21.5,4.5,0.0,Samara
2021-04-17,12.5,19.6,6.6,0.0,Samara
2021-04-18,10.4,16.4,5.1,0.0,Samara
2021-04-19,7.2,11.2,2.9,0.0,Samara
2021-04-20,5.9,10.3,2.6,0.0,Samara
2021-04-21,4.0,6.3,2.3,8.1,Samara
2021-04-22,6.1,10.2,2.5,3.0,Samara
2021-04-23,7.0,14.3,-0.2,0.0,Samara
2021-04-24,7.8,10.9,4.4,0.2,Samara
2021-04-25,6.5,8.8,4.2,1.3,Samara
2021-04-26,7.3,12.9,1.6,0.0,Samara
2021-04-27,6.0,8.7,1.6,0.6,Samara
2021-04-28,6.6,11.1,2.2,0.0,Samara
2021-04-29,6.8,13.5,0.4,0.0,Samara
2021-04-30,9.2,15.5,2.1,0.1,Samara
2021-05-01,12.4,16.5,7.9,0.4,Samara
2021-05-02,12.4,17.1,7.8,0.0,Samara
2021-05-03,14.5,22.1,5.3,0.0,Samara
2021-05-04,17.9,23.9,11.8,0.8,Samara
2021-05-05,9.6,11.6,6.7,2.9,Samara
2021-05-06,12.1,19.5,4.6,0.0,Samara
2021-05-07,14.0,19.2,5.9,0.0,Samara
2021-05-08,15.6,21.4,10.0,0.0,Samara
