time,temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum,city
2023-05-08,7.5,11.0,2.7,0.0,Samara
2023-05-09,8.7,13.4,3.1,0.0,Samara
2023-05-10,12.2,17.8,6.1,0.0,Samara
2023-05-11,13.0,18.7,5.9,0.0,Samara
2023-05-12,10.2,12.3,8.6,9.4,Samara
2023-05-13,13.9,20.7,7.1,0.0,Samara
2023-05-14,13.2,17.9,8.3,1.0,Samara
2023-05-15,13.4,18.0,8.4,0.0,Samara
2023-05-16,15.8,21.8,9.0,0.0,Samara
2023-05-17,18.3,24.3,12.3,0.0,Samara
2023-05-18,17.4,22.5,12.2,0.0,Samara
2023-05-19,14.5,19.9,8.0,0.0,Samara
2023-05-20,14.9,20.0,7.6,0.0,Samara
2023-05-21,17.5,24.7,9.3,0.0,Samara
2023-05-22,19.2,26.3,11.4,0.0,Samara
2023-05-23,20.5,26.9,12.5,0.0,Samara
2023-05-24,22.5,29.0,17.1,0.0,Samara
2023-05-25,23.0,29.0,15.1,0.0,Samara
2023-05-26,23.9,29.6,17.5,0.0,Samara
2023-05-27,23.6,27.2,21.2,0.0,Samara
2023-05-28,23.6,29.9,17.0,0.1,Samara
2023-05-29,20.8,25.1,15.6,0.0,Samara
2023-05-30,22.5,28.6,16.6,0.1,Samara
2023-05-31,25.0,29.7,19.7,0.2,Samara
2023-06-01,21.2,25.5,16.7,0.0,Samara
2023-06-02,21.0,26.7,15.8,17.7,Samara
2023-06-03,20.6,25.2,16.2,2.1,Samara
2023-06-04,19.7,26.0,14.3,0.3,Samara
2023-06-05,16.6,21.5,10.7,0.0,Samara
2023-06-06,16.6,20.2,13.9,0.0,Samara
2023-06-07,17.1,20.8,12.4,0.0,Samara
2023-06-08,17.7,23.5,10.3,2.7,Samara
2023-06-09,17.7,24.1,10.6,1.0,Samara
2023-06-10,19.3,27.0,13.3,2.0,Samara
2023-06-11,14.2,17.0,11.5,0.0,Samara
2023-06-12,12.8,15.2,11.4,2.4,Samara
2023-06-13,17.0,22.2,11.9,0.0,Samara
2023-06-14,20.3,25.3,14.6,0.0,Samara
2023-06-15,20.9,24.3,18.7,0.4,Samara
2023-06-16,18.2,19.9,17.1,4.2,Samara
2023-06-17,22.0,27.5,16.2,1.0,Samara
2023-06-18,17.2,19.9,13.6,0.0,Samara
2023-06-19,12.9,15.2,9.3,0.0,Samara
2023-06-20,13.2,17.3,8.8,0.5,Samara
2023-06-21,13.3,16.7,10.0,0.0,Samara
2023-06-22,13.1,16.4,9.3,0.0,Samara
2023-06-23,14.0,17.3,9.4,6.5,Samara
2023-06-24,15.4,20.3,8.3,1.4,Samara
2023-06-25,15.6,19.9,12.2,13.1,Samara
2023-06-26,17.0,21.3,12.5,0.0,Samara
2023-06-27,18.1,23.8,10.6,0.0,Samara
2023-06-28,18.5,23.6,12.0,0.0,Samara
2023-06-29,20.7,26.9,14.2,0.0,Samara
2023-06-30,22.7,29.8,15.5,0.0,Samara
2023-07-01,19.3,23.6,15.7,0.4,Samara
2023-07-02,19.5,23.5,15.0,2.3,Samara
2023-07-03,22.2,29.0,16.6,0.0,Samara
2023-07-04,23.4,28.3,17.4,0.0,Samara
2023-07-05,24.4,29.9,18.5,0.0,Samara
2023-07-06,24.5,31.1,17.0,0.0,Samara
2023-07-07,25.6,30.8,19.0,0.0,Samara
2023-07-08,25.5,31.6,18.0,0.0,Samara
2023-07-09,26.2,33.7,18.1,0.0,Samara
2023-07-10,28.7,33.8,23.1,0.0,Samara
2023-07-11,26.9,29.7,21.1,1.4,Samara
2023-07-12,17.7,21.0,14.8,0.5,Samara
2023-07-13,16.4,20.1,12.9,4.5,Samara
2023-07-14,17.0,20.7,13.0,0.0,Samara
2023-07-15,19.6,23.7,14.3,0.0,Samara
2023-07-16,18.8,22.5,16.5,4.4,Samara
2023-07-17,19.0,22.3,16.4,3.9,Samara
2023-07-18,19.6,24.2,16.1,1.1,Samara
2023-07-19,19.9,24.9,15.1,0.3,Samara
2023-07-20,18.9,23.1,14.3,0.0,Samara
2023-07-21,19.5,25.2,13.7,0.0,Samara
2023-07-22,19.6,23.6,16.0,0.2,Samara
2023-07-23,18.6,23.9,13.8,0.2,Samara
2023-07-24,20.1,25.1,15.8,2.2,Samara
2023-07-25,21.8,26.7,16.6,0.0,Samara
2023-07-26,23.4,29.3,17.4,0.0,Samara
2023-07-27,25.3,31.7,18.4,0.0,Samara
2023-07-28,26.8,32.5,19.7,0.0,Samara
2023-07-29,26.4,33.1,21.4,10.7,Samara
2023-07-30,22.7,27.0,18.1,0.7,Samara
2023-07-31,20.0,24.4,16.5,0.0,Samara
2023-08-01,21.5,27.3,15.1,0.0,Samara
2023-08-02,23.2,28.5,16.2,0.0,Samara
2023-08-03,23.3,27.8,19.0,1.6,Samara
2023-08-04,24.7,30.4,19.2,0.0,Samara
2023-08-05,26.5,32.9,20.1,0.0,Samara
2023-08-06,26.1,30.3,22.2,0.0,Samara
2023-08-07,24.2,29.0,19.1,0.0,Samara
2023-08-08,24.0,28.8,17.7,0.0,Samara
2023-08-09,22.8,29.3,16.6,0.0,Samara
2023-08-10,24.1,30.6,16.8,0.0,Samara
2023-08-11,24.8,30.3,17.9,0.0,Samara
2023-08-12,22.4,28.0,16.1,0.0,Samara
2023-08-13,23.2,30.3,16.0,0.0,Samara
2023-08-14,23.5,29.0,17.6,0.1,Samara
2023-08-15,23.9,28.5,17.4,0.0,Samara
2023-08-16,22.3,26.6,18.0,0.6,Samara
2023-08-17,23.9,29.9,18.4,0.2,Samara
2023-08-18,25.6,33.1,19.0,0.0,Samara
2023-08-19,25.3,30.6,17.4,0.4,Samara
2023-08-20,22.1,26.8,17.5,0.0,Samara
2023-08-21,21.2,26.7,16.3,1.8,Samara
2023-08-22,16.2,18.1,14.2,2.8,Samara
2023-08-23,17.5,22.2,12.4,0.0,Samara
2023-08-24,15.7,19.3,11.8,4.5,Samara
2023-08-25,14.5,19.0,10.4,0.0,Samara
2023-08-26,14.1,17.8,9.5,0.1,Samara
2023-08-27,13.8,17.4,11.7,2.1,Samara
2023-08-28,12.3,14.1,10.5,0.2,Samara
2023-08-29,14.6,19.1,10.9,0.2,Samara
2023-08-30,14.7,19.4,10.1,0.0,Samara
2023-08-31,15.0,20.3,10.5,0.0,Samara
2023-09-01,16.4,22.8,9.9,0.0,Samara
2023-09-02,16.6,21.6,11.7,0.0,Samara
2023-09-03,15.6,21.9,9.2,0.0,Samara
2023-09-04,17.5,23.5,11.0,0.0,Samara
2023-09-05,18.1,24.3,12.7,0.0,Samara
2023-09-06,18.5,23.7,14.6,0.0,Samara
2023-09-07,14.4,17.2,11.0,1.1,Samara
2023-09-08,11.3,14.5,7.6,0.3,Samara
2023-09-09,9.6,11.9,6.0,17.1,Samara
2023-09-10,14.2,18.7,10.0,1.0,Samara
2023-09-11,12.3,14.1,9.4,1.0,Samara
2023-09-12,11.5,15.6,8.2,0.2,Samara
2023-09-13,13.2,19.4,7.7,0.0,Samara
2023-09-14,14.6,20.7,9.8,0.1,Samara
2023-09-15,13.8,20.2,9.4,3.5,Samara
2023-09-16,14.7,21.2,10.4,0.3,Samara
2023-09-17,15.5,21.3,10.3,0.0,Samara
2023-09-18,15.3,20.1,10.5,0.0,Samara
2023-09-19,13.8,18.1,9.3,0.2,Samara
2023-09-20,11.9,17.9,7.5,0.0,Samara
2023-09-21,13.6,21.7,6.3,0.0,Samara
2023-09-22,15.6,22.7,10.2,0.0,Samara
2023-09-23,17.3,24.4,10.5,0.0,Samara
2023-09-24,18.0,25.0,12.4,0.0,Samara
2023-09-25,16.6,23.0,11.4,0.0,Samara
2023-09-26,15.3,20.1,11.6,0.0,Samara
2023-09-27,13.9,19.0,10.7,0.0,Samara
2023-09-28,12.5,17.1,9.3,0.0,Samara
2023-09-29,13.7,19.7,9.4,0.0,Samara
2023-09-30,12.3,17.3,8.0,0.0,Samara
2023-10-01,12.1,18.4,6.6,0.0,Samara
2023-10-02,13.4,19.0,9.3,0.0,Samara
2023-10-03,13.4,18.8,9.5,0.0,Samara
2023-10-04,11.7,16.5,8.5,0.0,Samara
2023-10-05,11.4,15.7,6.6,3.5,Samara
2023-10-06,11.6,15.1,9.3,6.5,Samara
2023-10-07,9.5,11.9,7.2,3.5,Samara
2023-10-08,8.5,11.8,4.9,6.5,Samara
2023-10-09,5.5,7.2,3.4,1.9,Samara
2023-10-10,4.7,5.7,3.7,4.0,Samara
2023-10-11,3.8,5.4,1.6,0.5,Samara
2023-10-12,5.3,8.6,1.3,0.0,Samara
2023-10-13,6.9,7.9,5.7,9.6,Samara
2023-10-14,6.9,11.4,2.9,0.0,Samara
2023-10-15,10.5,15.0,6.5,0.0,Samara
2023-10-16,11.5,15.3,7.5,0.0,Samara
2023-10-17,8.4,10.5,5.1,1.6,Samara
2023-10-18,5.1,7.0,2.9,0.5,Samara
2023-10-19,5.9,9.7,2.9,0.3,Samara
2023-10-20,5.0,8.5,1.0,2.0,Samara
2023-10-21,5.0,6.7,2.0,26.7,Samara
2023-10-22,1.0,4.7,-1.6,0.0,Samara
2023-10-23,3.5,7.4,-1.4,1.3,Samara
2023-10-24,7.8,11.1,1.3,5.7,Samara
2023-10-25,-0.6,0.8,-2.5,0.0,Samara
2023-10-26,-0.5,1.1,-2.7,0.0,Samara
2023-10-27,-1.4,-0.2,-3.1,1.4,Samara
2023-10-28,1.1,3.0,-0.3,5.0,Samara
2023-10-29,6.1,9.3,1.5,8.1,Samara
2023-10-30,1.8,3.3,0.6,0.9,Samara
2023-10-31,6.0,10.1,2.2,9.5,Samara
2023-11-01,5.5,11.4,0.2,0.0,Samara
2023-11-02,9.0,12.0,6.0,0.0,Samara
2023-11-03,7.5,10.7,0.7,0.1,Samara
2023-11-04,1.4,4.8,-2.0,0.0,Samara
2023-11-05,0.9,5.5,-3.3,0.0,Samara
2023-11-06,4.8,9.3,1.7,0.0,Samara
2023-11-07,5.9,8.2,3.3,9.7,Samara
2023-11-08,6.4,8.5,3.9,2.5,Samara
2023-11-09,4.4,6.8,0.8,6.3,Samara
2023-11-10,5.9,8.3,4.3,7.3,Samara
2023-11-11,2.6,4.5,0.1,0.0,Samara
2023-11-12,-0.1,4.1,-2.7,0.0,Samara
2023-11-13,4.3,6.2,1.4,6.7,Samara
2023-11-14,4.1,5.2,2.5,2.7,Samara
2023-11-15,2.6,4.1,1.0,0.5,Samara
2023-11-16,2.7,3.5,0.9,1.0,Samara
2023-11-17,0.6,3.0,-1.7,0.2,Samara
2023-11-18,-4.1,-0.7,-7.4,0.0,Samara
2023-11-19,-6.1,-3.3,-7.4,0.0,Samara
2023-11-20,-3.9,-1.1,-7.1,12.7,Samara
2023-11-21,-0.2,0.7,-1.1,10.9,Samara
2023-11-22,-4.1,-0.1,-6.6,14.5,Samara
2023-11-23,-10.0,-6.8,-12.5,0.0,Samara
2023-11-24,-8.6,1.0,-14.0,5.7,Samara
2023-11-25,0.5,1.6,-2.1,0.2,Samara
2023-11-26,0.2,1.8,-1.4,1.5,Samara
2023-11-27,-0.6,1.6,-3.7,0.3,Samara
2023-11-28,-1.6,0.1,-5.0,1.3,Samara
2023-11-29,-6.1,-3.6,-8.9,0.0,Samara
2023-11-30,-5.1,-0.2,-10.5,0.5,Samara
2023-12-01,-2.4,0.3,-7.4,5.9,Samara
2023-12-02,-1.8,0.6,-5.1,6.4,Samara
2023-12-03,-5.8,-4.4,-7.1,3.4,Samara
2023-12-04,-1.5,1.6,-6.7,3.1,Samara
2023-12-05,-8.6,-7.1,-11.7,0.0,Samara
2023-12-06,-11.5,-8.5,-17.0,0.0,Samara
2023-12-07,-13.6,-11.5,-18.6,0.0,Samara
2023-12-08,-23.4,-20.2,-27.6,0.0,Samara
2023-12-09,-24.7,-20.0,-29.6,0.0,Samara
2023-12-10,-20.3,-18.5,-22.4,0.0,Samara
2023-12-11,-20.8,-16.4,-24.7,0.0,Samara
2023-12-12,-18.9,-16.4,-20.4,0.0,Samara
2023-12-13,-17.2,-13.1,-19.8,0.0,Samara
2023-12-14,-11.7,-10.3,-15.4,0.0,Samara
2023-12-15,-16.5,-11.3,-19.3,0.0,Samara
2023-12-16,-12.0,-8.4,-18.6,3.0,Samara
2023-12-17,-11.8,-7.7,-18.4,0.0,Samara
2023-12-18,-3.7,-2.3,-7.3,3.9,Samara
2023-12-19,-2.3,-1.1,-3.2,0.0,Samara
2023-12-20,0.7,1.5,-1.2,10.3,Samara
2023-12-21,2.0,3.1,1.4,0.4,Samara
2023-12-22,0.6,1.6,-0.4,1.5,Samara
2023-12-23,-1.7,-0.4,-2.9,2.0,Samara
2023-12-24,-2.0,-1.0,-2.7,2.3,Samara
2023-12-25,-2.4,-1.5,-3.4,4.3,Samara
2023-12-26,-3.4,-2.3,-4.4,1.1,Samara
2023-12-27,-3.2,-0.7,-8.2,0.7,Samara
2023-12-28,-5.0,-3.6,-6.0,2.0,Samara
2023-12-29,-6.3,-4.9,-8.2,0.8,Samara
2023-12-30,-2.2,1.1,-6.0,2.3,Samara
2023-12-31,0.9,1.7,-0.0,3.7,Samara
2024-01-01,-4.2,1.2,-16.5,2.0,Samara
